timestamp,s_ph_sil_tput,f_k_coal_tput,f_k_coal_ncv,f_k_rdf_tput,f_k_rdf_ncv
2023-01-01 00:00:00,155.03155526588796,0.0,5500,126.27392965528732,5602.961610934361
2023-01-01 01:00:00,160.09437580815663,0.0,5500,112.62168796175249,5290.447332542895
2023-01-01 02:00:00,177.38025467335527,0.0,5500,118.37745398079201,5661.491764986104
2023-01-01 03:00:00,169.22607425642985,0.0,5500,124.24897727142536,5675.804187581433
2023-01-01 04:00:00,174.8134235670106,0.0,5500,127.3408420874667,5434.114652593431
2023-01-01 05:00:00,156.07359653404916,0.0,5500,117.45047061352524,5050.1762427990825
2023-01-01 06:00:00,157.18266746644588,0.0,5500,123.24864363768361,4954.024783378287
2023-01-01 07:00:00,165.42090817999355,0.0,5500,130.07682927716672,5498.39992039162
2023-01-01 08:00:00,169.4213961117372,0.0,5500,122.20610044855836,5623.092830766489
2023-01-01 09:00:00,150.09037918720554,0.0,5500,115.10099142485811,5608.04059524223
2023-01-01 10:00:00,142.02521428150473,0.0,5500,124.33571777478384,4857.174935536761
2023-01-01 11:00:00,171.89653616368065,0.0,5500,120.4325273291601,5376.865618721828
2023-01-01 12:00:00,142.81046633175959,0.0,5500,124.37670765879105,5250.527501745269
2023-01-01 13:00:00,166.09599892468282,0.0,5500,121.52583333600337,5277.31830497566
2023-01-01 14:00:00,146.17101515401507,0.0,5500,122.6161190896072,5227.754140288858
2023-01-01 15:00:00,171.0757712968771,0.0,5500,114.63410045081413,5456.9379621809785
2023-01-01 16:00:00,157.79880374920634,0.0,5500,115.80694187104739,5104.2770059327095
2023-01-01 17:00:00,154.8334631391208,0.0,5500,121.45845514121719,5614.878011705515
2023-01-01 18:00:00,154.35010502497852,0.0,5500,128.70876260862892,5225.403923680615
2023-01-01 19:00:00,154.11882945877502,0.0,5500,118.9739831310143,5220.322201233008
2023-01-01 20:00:00,157.47152181744613,0.0,5500,124.12899787236177,4971.188017596731
2023-01-01 21:00:00,154.9358141904146,0.0,5500,126.51969814422718,5575.214194285648
2023-01-01 22:00:00,167.17530511980567,0.0,5500,119.84335158398171,5160.936263294508
2023-01-01 23:00:00,168.94199061152054,0.0,5500,104.5272381236367,5695.880420543443
2023-01-02 00:00:00,151.57952194016912,0.0,5500,121.43611151013508,4851.448745616734
2023-01-02 01:00:00,167.18163154299512,0.0,5500,113.34539842047809,5407.691298243681
2023-01-02 02:00:00,168.88249347705394,0.0,5500,122.13008875130535,5177.302423802285
2023-01-02 03:00:00,169.37177855358436,0.0,5500,122.43580844960039,5156.207262112129
2023-01-02 04:00:00,147.29109237090293,0.0,5500,113.231543662301,5698.608996768999
2023-01-02 05:00:00,170.32000934006172,0.0,5500,124.49598764834934,5688.5097572683535
2023-01-02 06:00:00,144.91100347935577,0.0,5500,115.05854704681802,5445.850968424918
2023-01-02 07:00:00,152.08372657020692,0.0,5500,113.93308550206937,5049.012201575027
2023-01-02 08:00:00,169.23087774292617,0.0,5500,119.37366806524975,4867.71947406639
2023-01-02 09:00:00,161.6615379744789,0.0,5500,115.38030160959954,5609.083339868331
2023-01-02 10:00:00,155.21081550152172,0.0,5500,117.88299642755284,4939.098004498984
2023-01-02 11:00:00,141.18516837509907,0.0,5500,123.95578290017032,5534.927945037236
2023-01-02 12:00:00,166.5596898679115,0.0,5500,109.14014810633657,5670.200193643525
2023-01-02 13:00:00,170.22484707061338,0.0,5500,117.74366241841753,5191.10738270818
2023-01-02 14:00:00,163.72928442212066,0.0,5500,117.67424585931204,5029.250255524724
2023-01-02 15:00:00,174.58780742637256,0.0,5500,122.30204328003242,4862.976430013679
2023-01-02 16:00:00,138.99572552994863,0.0,5500,122.69405844741732,5078.356195987788
2023-01-02 17:00:00,155.98310675240043,0.0,5500,108.55760194476723,5409.586150745459
2023-01-02 18:00:00,152.4462701263748,0.0,5500,118.56816110097857,5389.235061332764
2023-01-02 19:00:00,150.67691119792357,0.0,5500,120.36109101935001,5101.669429868821
2023-01-02 20:00:00,163.82320504007726,0.0,5500,115.83006275520657,5564.763925162259
2023-01-02 21:00:00,162.76347879627951,0.0,5500,123.33105181187437,5019.585995620595
2023-01-02 22:00:00,148.259442476095,0.0,5500,120.16217948994579,5024.278451693975
2023-01-02 23:00:00,175.5551718780154,0.0,5500,123.4421136871086,5254.300348341962
2023-01-03 00:00:00,159.4135230661998,0.0,5500,114.01640767164318,5489.232315867449
2023-01-03 01:00:00,155.80837548195905,0.0,5500,117.47633576447016,5087.738611576886
2023-01-03 02:00:00,144.93618325029843,0.0,5500,121.89211737341174,5166.839432699928
2023-01-03 03:00:00,151.32658232873774,0.0,5500,128.3490896536956,5425.970687848171
2023-01-03 04:00:00,154.49782733610184,0.0,5500,120.99737586475764,4998.484824891437
2023-01-03 05:00:00,147.82938760633655,0.0,5500,122.57958266246342,4948.540258083158
2023-01-03 06:00:00,162.15547770195442,0.0,5500,117.91313306673223,4824.391841706281
2023-01-03 07:00:00,159.308136046043,0.0,5500,118.68457294420344,5094.161224393178
2023-01-03 08:00:00,185.72232704770147,0.0,5500,117.68550293122138,4817.44495834501
2023-01-03 09:00:00,173.85411502815822,0.0,5500,116.58753688305073,5402.512960157919
2023-01-03 10:00:00,174.67974713575268,0.0,5500,112.74457907769977,5473.133086759757
2023-01-03 11:00:00,153.7789009251499,0.0,5500,121.21527769992649,5495.232796456102
2023-01-03 12:00:00,167.42756712855106,0.0,5500,119.02396074005541,5255.36471070937
2023-01-03 13:00:00,166.18213159789167,0.0,5500,129.6331256129517,5191.93843050691
2023-01-03 14:00:00,161.26788702015847,0.0,5500,117.94545505507992,5041.555984244303
2023-01-03 15:00:00,163.04788796341936,0.0,5500,116.53619550858934,5518.049121145287
2023-01-03 16:00:00,164.76884516811523,0.0,5500,119.59486854991688,5421.548405501871
2023-01-03 17:00:00,165.54094852559473,0.0,5500,112.25195973430469,5075.585427117079
2023-01-03 18:00:00,160.92337308329155,0.0,5500,123.15229815095122,5432.569447967192
2023-01-03 19:00:00,151.94002099803578,0.0,5500,112.96903970350503,5485.970648535693
2023-01-03 20:00:00,159.01574850504971,0.0,5500,128.6000841247642,5054.69883294746
2023-01-03 21:00:00,154.30253631268934,0.0,5500,121.51262477043433,4913.651543662568
2023-01-03 22:00:00,175.01191224711832,0.0,5500,119.53085376971609,4965.9273033510735
2023-01-03 23:00:00,158.16032120031264,0.0,5500,121.17323454262443,4934.277826026289
2023-01-04 00:00:00,171.52350557405254,0.0,5500,123.22075217474641,5270.315281617196
2023-01-04 01:00:00,151.18998244438035,0.0,5500,123.61806725092559,5652.83118029284
2023-01-04 02:00:00,163.2649770496741,0.0,5500,121.13536380700566,5008.328611100424
2023-01-04 03:00:00,157.47739180998107,0.0,5500,123.1660234178953,5640.301612600962
2023-01-04 04:00:00,187.65317876120503,0.0,5500,115.86129036549825,5474.061949862661
2023-01-04 05:00:00,139.30015505233007,0.0,5500,120.00800104018253,4872.397666709371
2023-01-04 06:00:00,155.93384196267394,0.0,5500,126.78372320079185,5655.707650025717
2023-01-04 07:00:00,190.96954254876312,0.0,5500,113.41146310094844,5371.306247508678
2023-01-04 08:00:00,156.08774090512517,0.0,5500,130.25778830809497,5096.823297221069
2023-01-04 09:00:00,161.5764161435031,0.0,5500,117.64896821443125,5673.166254127719
2023-01-04 10:00:00,161.24533773196438,0.0,5500,115.80113214974087,5480.7988386500165
2023-01-04 11:00:00,148.7183622364862,0.0,5500,126.52879083413252,5428.425026209955
2023-01-04 12:00:00,146.952078298412,0.0,5500,120.49426363487524,5693.031425455698
2023-01-04 13:00:00,159.9016619797439,0.0,5500,120.10473926341585,5551.251551019025
2023-01-04 14:00:00,174.717094489561,0.0,5500,110.86035489729227,5173.4481811962105
2023-01-04 15:00:00,167.66789479719318,0.0,5500,115.81681682693794,5699.012099906405
2023-01-04 16:00:00,161.01066532500383,0.0,5500,120.97537927381656,5209.810155179851
2023-01-04 17:00:00,167.91247480909382,0.0,5500,109.81800463722715,4839.282569187571
2023-01-04 18:00:00,168.70194055537962,0.0,5500,127.83288416099194,5682.7363247938065
2023-01-04 19:00:00,160.09590883303937,0.0,5500,118.91987565016635,5211.235267026818
2023-01-04 20:00:00,163.1400128476406,0.0,5500,111.50229032996234,5104.705110646289
2023-01-04 21:00:00,169.94307806250018,0.0,5500,114.4091296451276,5483.461628400927
2023-01-04 22:00:00,141.19104753429193,0.0,5500,125.74461061983719,5424.601046513912
2023-01-04 23:00:00,157.48705529061553,0.0,5500,120.61587354052877,5513.2675264928575
2023-01-05 00:00:00,148.6380001249632,0.0,5500,117.16614849162455,4808.457688309384
2023-01-05 01:00:00,158.47251033685512,0.0,5500,122.0804181033208,5181.878044614808
2023-01-05 02:00:00,159.62234854617378,0.0,5500,121.45095058837197,5693.422839264208
2023-01-05 03:00:00,163.5997096381316,0.0,5500,122.20691757632319,5345.765843768827
2023-01-05 04:00:00,141.7644382782051,0.0,5500,121.41793206984386,5372.956090205303
2023-01-05 05:00:00,171.12054686517,0.0,5500,127.80664100843606,5613.063333665671
2023-01-05 06:00:00,157.58532027957932,0.0,5500,122.19053883221171,5065.59940646624
2023-01-05 07:00:00,146.29937663588305,0.0,5500,128.62045787357607,5622.138277033528
2023-01-05 08:00:00,170.75001557730326,0.0,5500,130.37303060405225,5104.843728421698
2023-01-05 09:00:00,168.23885218016835,0.0,5500,120.57537786664676,5405.545543686379
2023-01-05 10:00:00,151.23058803410575,0.0,5500,126.21554069230419,4999.230480066591
2023-01-05 11:00:00,158.171160172569,0.0,5500,125.50269606096704,5243.362157080385
2023-01-05 12:00:00,171.38651332238922,0.0,5500,126.5856099701401,5468.042113288784
2023-01-05 13:00:00,146.52921706721884,0.0,5500,103.74229480823617,4829.444658169542
2023-01-05 14:00:00,194.4274045275195,0.0,5500,117.98583718719975,4970.827705944972
2023-01-05 15:00:00,166.03439271381214,0.0,5500,117.48354479322589,5308.120178317167
2023-01-05 16:00:00,169.44570399769756,0.0,5500,116.49688434566495,5025.588777055312
2023-01-05 17:00:00,166.52798027476143,0.0,5500,118.16940018095204,4847.159116075059
2023-01-05 18:00:00,168.04663207543166,0.0,5500,124.89916951116662,4898.148609003461
2023-01-05 19:00:00,173.1557316129329,0.0,5500,109.99561003750935,4854.742866745055
2023-01-05 20:00:00,166.26321198936375,0.0,5500,110.8200045033112,4859.114009988102
2023-01-05 21:00:00,161.22932744474733,0.0,5500,118.99381807019468,4889.260615511138
2023-01-05 22:00:00,171.20605907718584,0.0,5500,122.4131728811493,5206.399424368753
2023-01-05 23:00:00,158.63403236895022,0.0,5500,113.94105137548895,5398.597076754278
2023-01-06 00:00:00,172.05621246478853,0.0,5500,121.69170453770384,5096.681383274585
2023-01-06 01:00:00,171.35876506964004,0.0,5500,116.98511899590704,4991.464925104806
2023-01-06 02:00:00,150.42931400006321,0.0,5500,123.2970619186834,5560.6396451955225
2023-01-06 03:00:00,167.7154785219246,0.0,5500,110.77946787074845,5078.086219946919
2023-01-06 04:00:00,158.01652271543784,0.0,5500,121.17842863193852,5471.500585805136
2023-01-06 05:00:00,155.66713705042153,0.0,5500,128.51735470303348,5310.834200952958
2023-01-06 06:00:00,164.10014177838278,0.0,5500,122.70065759422472,5197.839768028001
2023-01-06 07:00:00,148.37883471862088,0.0,5500,114.21725034604566,5237.969478027826
2023-01-06 08:00:00,155.51560408732465,0.0,5500,117.12907908967624,5029.967553619314
2023-01-06 09:00:00,153.06488274302225,0.0,5500,120.01350357491945,5525.580167910088
2023-01-06 10:00:00,166.17203431797824,0.0,5500,112.4346105804659,5356.312736973816
2023-01-06 11:00:00,160.68033999022973,0.0,5500,117.53606508245134,5099.761760243819
2023-01-06 12:00:00,146.48809704320723,0.0,5500,125.35156197968347,5454.641195106514
2023-01-06 13:00:00,146.93819659010413,0.0,5500,126.47921976625871,4959.431516052507
2023-01-06 14:00:00,178.17856478209876,0.0,5500,114.22153118578025,5308.042605062519
2023-01-06 15:00:00,176.7624680026939,0.0,5500,119.28896602565978,5047.206300737544
2023-01-06 16:00:00,154.06570289407324,0.0,5500,127.91596007369454,5256.361035600559
2023-01-06 17:00:00,155.4658020674399,0.0,5500,121.91961418456044,5228.066125148763
2023-01-06 18:00:00,160.0943141271103,0.0,5500,116.1515427659479,5195.479612586362
2023-01-06 19:00:00,156.9582484678609,0.0,5500,118.81725467725997,5338.09727614469
2023-01-06 20:00:00,164.274826095398,0.0,5500,125.58796099993036,5615.708427447309
2023-01-06 21:00:00,161.65323348376484,0.0,5500,122.79995361508496,5335.537105336417
2023-01-06 22:00:00,149.84534591489395,0.0,5500,128.143435953508,5546.063075605018
2023-01-06 23:00:00,161.27914356449426,0.0,5500,118.97050853522829,5126.33790208384
2023-01-07 00:00:00,174.94926753946737,0.0,5500,117.28024030993303,4869.448575870789
2023-01-07 01:00:00,149.84492549117385,0.0,5500,132.1775473145478,4948.985249169653
2023-01-07 02:00:00,163.9680980305459,0.0,5500,119.33063625831689,5473.6828662858925
2023-01-07 03:00:00,142.9203821620233,0.0,5500,118.38814713699094,5131.056862402529
2023-01-07 04:00:00,155.71145238879765,0.0,5500,122.99917412941657,5025.002890430106
2023-01-07 05:00:00,161.0426241673178,0.0,5500,112.21704166196201,5045.512169632221
2023-01-07 06:00:00,151.31215457087114,0.0,5500,118.67444224441982,4847.931198453967
2023-01-07 07:00:00,173.5720552457533,0.0,5500,128.31144266070925,5512.242573733958
2023-01-07 08:00:00,178.61345884840722,0.0,5500,109.47814441225852,5203.741326584022
2023-01-07 09:00:00,163.06949104374243,0.0,5500,120.26801353082264,5059.291420235308
2023-01-07 10:00:00,153.32649629890747,0.0,5500,119.58627096151483,5614.632197095799
2023-01-07 11:00:00,160.34795962380866,0.0,5500,114.64352229845106,5353.328624498356
2023-01-07 12:00:00,163.08385647675343,0.0,5500,120.4537062648801,5689.498337036821
2023-01-07 13:00:00,158.5937415511598,0.0,5500,115.01522783006595,5365.431266228091
2023-01-07 14:00:00,156.99351566482167,0.0,5500,122.11639705922921,4957.580214346538
2023-01-07 15:00:00,169.10204497785216,0.0,5500,124.36837965871476,5064.098314057528
2023-01-07 16:00:00,160.98863958306234,0.0,5500,122.68592810015822,5121.276758431827
2023-01-07 17:00:00,139.5122942975657,0.0,5500,119.93518633291048,5631.879419964267
2023-01-07 18:00:00,164.2294619482002,0.0,5500,124.94660433239956,5290.926957610173
2023-01-07 19:00:00,163.9806740240862,0.0,5500,121.53384895313947,5420.788327600938
2023-01-07 20:00:00,169.80489888602733,0.0,5500,109.94408415839834,5126.980017585884
2023-01-07 21:00:00,168.4387015933848,0.0,5500,123.77009883925126,5144.5689615199
2023-01-07 22:00:00,150.73236756244637,0.0,5500,121.34754570925661,5158.230641357205
2023-01-07 23:00:00,159.9732450413617,0.0,5500,120.7165937772423,5034.260794025913
2023-01-08 00:00:00,171.0461760946422,0.0,5500,126.16290092405565,4879.011666994258
2023-01-08 01:00:00,155.2572144690791,0.0,5500,111.848925235932,5602.1985141185
2023-01-08 02:00:00,170.25649251797097,0.0,5500,115.93524864961594,4924.989184834529
2023-01-08 03:00:00,171.6189709300407,0.0,5500,121.05085236736076,5078.361645775616
2023-01-08 04:00:00,157.31720681776198,0.0,5500,109.07163458804234,5502.236635954478
2023-01-08 05:00:00,174.09791458339333,0.0,5500,116.19377917013607,4948.191371901112
2023-01-08 06:00:00,148.27642603772506,0.0,5500,120.49849621953618,5072.542145497989
2023-01-08 07:00:00,142.6165694877128,0.0,5500,124.79284549357881,5558.27700370205
2023-01-08 08:00:00,165.73372668833102,0.0,5500,125.56270515195992,5174.928105296922
2023-01-08 09:00:00,163.0711626966574,0.0,5500,127.57555552321972,5524.21933879416
2023-01-08 10:00:00,157.9911067559174,0.0,5500,113.54557026032047,5081.32424932224
2023-01-08 11:00:00,149.93691227549675,0.0,5500,120.77666941079762,5219.825310336573
2023-01-08 12:00:00,150.25510699836883,0.0,5500,117.41637386104391,5023.443252343068
2023-01-08 13:00:00,152.99006499746847,0.0,5500,113.21819868000478,5248.438987853918
2023-01-08 14:00:00,175.44435725319704,0.0,5500,118.67102001291671,5245.404783172658
2023-01-08 15:00:00,158.91089871894016,0.0,5500,125.232937065818,5594.210157826734
2023-01-08 16:00:00,156.16314409553718,0.0,5500,120.74856215032052,5297.900633959037
2023-01-08 17:00:00,166.29745415661066,0.0,5500,115.56292863175709,5105.176769957308
2023-01-08 18:00:00,160.001399876486,0.0,5500,115.33199262973278,5226.369735355671
2023-01-08 19:00:00,160.3958208671096,0.0,5500,121.15804164430705,5691.554163805026
2023-01-08 20:00:00,143.65238582977227,0.0,5500,120.95241089329123,5069.811508263672
2023-01-08 21:00:00,167.06503074046452,0.0,5500,126.19557744791469,4823.98243946745
2023-01-08 22:00:00,181.68218569236535,0.0,5500,122.39023718034888,5325.170949342876
2023-01-08 23:00:00,172.9324674968613,0.0,5500,110.5370896532673,4828.413462007889
2023-01-09 00:00:00,140.67916444138208,0.0,5500,116.58375292566441,5628.46885490749
2023-01-09 01:00:00,165.8649352872376,0.0,5500,118.06781690326672,5620.911744831609
2023-01-09 02:00:00,176.7197095545667,0.0,5500,124.0081742829372,5349.068922070876
